,signals,site,timestamp,data_name
SITE_SM_solarInstPower,296.17133890787767,c18b6195,2022-03-03 21:21:08+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,4688.666666666708,20abb173,2022-03-03 21:21:08+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-38.812654622393865,20abb173,2022-03-03 21:21:08+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,1628.210656738281,20abb173,2022-03-03 21:21:08+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-1.333333333333257,f34b386a,2022-03-03 21:21:08+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,2726.6872965494795,f34b386a,2022-03-03 21:21:08+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,5143.176692708334,f34b386a,2022-03-03 21:21:08+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,124.00000000001796,f7f9ac09,2022-03-03 21:21:08+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,3.267332458496139,f7f9ac09,2022-03-03 21:21:08+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,3312.6746419270835,f7f9ac09,2022-03-03 21:21:08+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,5fc96249,2022-03-03 21:21:08+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-3686.619181315107,5fc96249,2022-03-03 21:21:08+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,7392.6786783854195,5fc96249,2022-03-03 21:21:08+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-2338.5,82c74b9e,2022-03-03 21:21:09+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-5.433996772766292,82c74b9e,2022-03-03 21:21:09+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,3205.0829711914057,82c74b9e,2022-03-03 21:21:09+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,468.5000000000003,b255f7ad,2022-03-03 21:21:09+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,0.265499982237812,b255f7ad,2022-03-03 21:21:09+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,-0.0029999971389760003,b255f7ad,2022-03-03 21:21:09+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,462.99999999999955,61bff705,2022-03-03 21:21:09+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,1.425999994296593,61bff705,2022-03-03 21:21:09+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,-252.6129641823045,61bff705,2022-03-03 21:21:09+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,420.9999999999968,619fd2b9,2022-03-03 21:21:09+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-1.537495422363466,619fd2b9,2022-03-03 21:21:09+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,2107.7631504306255,619fd2b9,2022-03-03 21:21:09+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-8.500000000000227,260f359a,2022-03-03 21:21:09+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,603.9319978713996,260f359a,2022-03-03 21:21:09+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,516.2455062866213,260f359a,2022-03-03 21:21:09+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-3643.499999999998,4faff963,2022-03-03 21:21:09+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-24.717499732971792,4faff963,2022-03-03 21:21:09+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4405.041369628907,4faff963,2022-03-03 21:21:09+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,1063.5000000000116,499a251d,2022-03-03 21:21:09+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,,499a251d,2022-03-03 21:21:09+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,,499a251d,2022-03-03 21:21:09+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,dfc6fdf5,2022-03-03 21:21:09+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-2589.756030273404,dfc6fdf5,2022-03-03 21:21:09+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,2955.2000183105138,dfc6fdf5,2022-03-03 21:21:09+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-8.500000000000227,64e1616f,2022-03-03 21:21:09+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-483.6989990234344,64e1616f,2022-03-03 21:21:09+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,1136.896453857419,64e1616f,2022-03-03 21:21:09+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,93c8a2c1,2022-03-03 21:21:10+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,1536.936614990264,93c8a2c1,2022-03-03 21:21:10+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,1255.5203040226995,93c8a2c1,2022-03-03 21:21:10+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-8.333333333333712,eec02ec5,2022-03-03 21:21:10+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-4428.018229166668,eec02ec5,2022-03-03 21:21:10+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,5480.216715494793,eec02ec5,2022-03-03 21:21:10+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-10.0,49b6c0dd,2022-03-03 21:21:10+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-3571.8333333333344,49b6c0dd,2022-03-03 21:21:10+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,-4977.0,49b6c0dd,2022-03-03 21:21:10+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,,d0926969,2022-03-03 21:21:10+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-450.6916707356799,d0926969,2022-03-03 21:21:10+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4087.7899383969225,d0926969,2022-03-03 21:21:10+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-3488.333333333334,7435e9d3,2022-03-03 21:21:10+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,10.02333392233867,7435e9d3,2022-03-03 21:21:10+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4005.263387044271,7435e9d3,2022-03-03 21:21:10+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-3257.3333333333317,134a3fa6,2022-03-03 21:21:56+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,5297.178776041659,134a3fa6,2022-03-03 21:21:56+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,3274.128011067707,134a3fa6,2022-03-03 21:21:56+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.6666666666671971,8d9fed87,2022-03-03 21:21:56+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-2228.133333333336,8d9fed87,2022-03-03 21:21:56+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4429.866666666667,8d9fed87,2022-03-03 21:21:56+00:00,SITE_SM_solarInstPower
SYNC_GridState,,8d9fed87,2022-03-03 21:21:56+00:00,SYNC_GridState
SITE_SM_batteryInstPower,9.333333333332803,5688ed10,2022-03-03 21:21:56+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-2124.596712239592,5688ed10,2022-03-03 21:21:56+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,2300.7946940104243,5688ed10,2022-03-03 21:21:56+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-0.6666666666671971,07333ad0,2022-03-03 21:21:56+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-432.0133359273359,07333ad0,2022-03-03 21:21:56+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,1089.1113403320394,07333ad0,2022-03-03 21:21:56+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-0.6666666666671971,38c8ae33,2022-03-03 21:21:56+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-5479.102034505209,38c8ae33,2022-03-03 21:21:56+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,6272.814160156251,38c8ae33,2022-03-03 21:21:56+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-0.6666666666671971,adc42b19,2022-03-03 21:21:56+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-3464.2734537760434,adc42b19,2022-03-03 21:21:56+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,5528.014225499361,adc42b19,2022-03-03 21:21:56+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,e9ba8cec,2022-03-03 21:21:56+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,57.002672322595046,e9ba8cec,2022-03-03 21:21:56+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,802.8026733398432,e9ba8cec,2022-03-03 21:21:56+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,,e12c2148,2022-03-03 21:21:56+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-201.2799982706719,e12c2148,2022-03-03 21:21:56+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,725.9706705729182,e12c2148,2022-03-03 21:21:56+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-118.00000000000182,4b78aae6,2022-03-03 21:21:57+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,22.98349914550802,4b78aae6,2022-03-03 21:21:57+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,781.035754649922,4b78aae6,2022-03-03 21:21:57+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,e724ca65,2022-03-03 21:21:57+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-3016.9490356445312,e724ca65,2022-03-03 21:21:57+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,3918.6254333496104,e724ca65,2022-03-03 21:21:57+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,135433c1,2022-03-03 21:21:57+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,556.8110084533666,135433c1,2022-03-03 21:21:57+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,146.2925031662012,135433c1,2022-03-03 21:21:57+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-9.500000000000455,02ebf5c7,2022-03-03 21:21:57+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-4192.473547363279,02ebf5c7,2022-03-03 21:21:57+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4861.030907729987,02ebf5c7,2022-03-03 21:21:57+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-10.0,c8eb2d3d,2022-03-03 21:21:57+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-1771.8245498656308,c8eb2d3d,2022-03-03 21:21:57+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,8511.025268554618,c8eb2d3d,2022-03-03 21:21:57+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,,2b98cbdd,2022-03-03 21:21:57+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-20.37299938202111,2b98cbdd,2022-03-03 21:21:57+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,0.05999999865889501,2b98cbdd,2022-03-03 21:21:57+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-2168.5000000000014,55af2f9b,2022-03-03 21:21:57+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-12.430462646482354,55af2f9b,2022-03-03 21:21:57+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,8085.6199340820285,55af2f9b,2022-03-03 21:21:57+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-19.00000000000091,e6bcf7cf,2022-03-03 21:21:58+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-5953.062483723957,e6bcf7cf,2022-03-03 21:21:58+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,7079.897202253998,e6bcf7cf,2022-03-03 21:21:58+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,9.66666666666697,7da0acb7,2022-03-03 21:21:58+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-4126.338228352869,7da0acb7,2022-03-03 21:21:58+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4943.795629882813,7da0acb7,2022-03-03 21:21:58+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-0.33333333333303,c18b6195,2022-03-03 21:21:58+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,40.220343526204566,c18b6195,2022-03-03 21:21:58+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,291.05467274983704,c18b6195,2022-03-03 21:21:58+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,180.33333333316932,20abb173,2022-03-03 21:21:58+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-256.0793223063231,20abb173,2022-03-03 21:21:58+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,1651.9023681640633,20abb173,2022-03-03 21:21:58+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-9.66666666666697,f34b386a,2022-03-03 21:21:58+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,2694.545674641926,f34b386a,2022-03-03 21:21:58+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,5092.46827799479,f34b386a,2022-03-03 21:21:58+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-1851.0000000000719,f7f9ac09,2022-03-03 21:21:58+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-1.74933776855487,f7f9ac09,2022-03-03 21:21:58+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,3309.2663370768228,f7f9ac09,2022-03-03 21:21:58+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,5fc96249,2022-03-03 21:21:58+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-3388.5794270833226,5fc96249,2022-03-03 21:21:58+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,7076.397347005197,5fc96249,2022-03-03 21:21:58+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-2330.1666666666665,82c74b9e,2022-03-03 21:21:59+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,1.099336687723914,82c74b9e,2022-03-03 21:21:59+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,3218.2663614908856,82c74b9e,2022-03-03 21:21:59+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,460.1666666666665,b255f7ad,2022-03-03 21:21:59+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,0.407166662812235,b255f7ad,2022-03-03 21:21:59+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,-0.019666647911072,b255f7ad,2022-03-03 21:21:59+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,479.66666666666697,61bff705,2022-03-03 21:21:59+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,0.9593333489261481,61bff705,2022-03-03 21:21:59+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,-255.58750756113866,61bff705,2022-03-03 21:21:59+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,537.6666666666688,619fd2b9,2022-03-03 21:21:59+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,5.254166158040489,619fd2b9,2022-03-03 21:21:59+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,2004.335882600822,619fd2b9,2022-03-03 21:21:59+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-0.166666666666515,260f359a,2022-03-03 21:21:59+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,575.1653371810909,260f359a,2022-03-03 21:21:59+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,509.2204869588215,260f359a,2022-03-03 21:21:59+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-3718.5000000000014,4faff963,2022-03-03 21:21:59+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-2.592494010924891,4faff963,2022-03-03 21:21:59+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4392.383288574219,4faff963,2022-03-03 21:21:59+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,638.4999999999923,499a251d,2022-03-03 21:21:59+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,,499a251d,2022-03-03 21:21:59+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,,499a251d,2022-03-03 21:21:59+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,dfc6fdf5,2022-03-03 21:21:59+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-3805.6227294922096,dfc6fdf5,2022-03-03 21:21:59+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4159.700038655621,dfc6fdf5,2022-03-03 21:21:59+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-0.166666666666515,64e1616f,2022-03-03 21:21:59+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-596.7491292317729,64e1616f,2022-03-03 21:21:59+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,1249.1548563639344,64e1616f,2022-03-03 21:21:59+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,93c8a2c1,2022-03-03 21:21:59+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,899.3323394775273,93c8a2c1,2022-03-03 21:21:59+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,1041.976059156967,93c8a2c1,2022-03-03 21:21:59+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,eec02ec5,2022-03-03 21:22:00+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-4394.759765625,eec02ec5,2022-03-03 21:22:00+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,5447.14990234375,eec02ec5,2022-03-03 21:22:00+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-10.0,49b6c0dd,2022-03-03 21:22:00+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-3551.0,49b6c0dd,2022-03-03 21:22:00+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,-4982.0,49b6c0dd,2022-03-03 21:22:00+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,,d0926969,2022-03-03 21:22:00+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-388.3500061035156,d0926969,2022-03-03 21:22:00+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4070.096515784025,d0926969,2022-03-03 21:22:00+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-3480.0,7435e9d3,2022-03-03 21:22:00+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,16.890000076964498,7435e9d3,2022-03-03 21:22:00+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4004.97998046875,7435e9d3,2022-03-03 21:22:00+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-3275.3333333333335,134a3fa6,2022-03-03 21:22:46+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,5367.423527018228,134a3fa6,2022-03-03 21:22:46+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,3274.4289835611976,134a3fa6,2022-03-03 21:22:46+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-7.666666666666515,8d9fed87,2022-03-03 21:22:46+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-2247.9999999999995,8d9fed87,2022-03-03 21:22:46+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4420.8,8d9fed87,2022-03-03 21:22:46+00:00,SITE_SM_solarInstPower
SYNC_GridState,,8d9fed87,2022-03-03 21:22:46+00:00,SYNC_GridState
SITE_SM_batteryInstPower,10.0,5688ed10,2022-03-03 21:22:46+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-2144.270640055338,5688ed10,2022-03-03 21:22:46+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,2308.6683390299477,5688ed10,2022-03-03 21:22:46+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,07333ad0,2022-03-03 21:22:46+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-541.7203484217303,07333ad0,2022-03-03 21:22:46+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,1190.6170104980447,07333ad0,2022-03-03 21:22:46+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,38c8ae33,2022-03-03 21:22:46+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-5478.632722981771,38c8ae33,2022-03-03 21:22:46+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,6271.165657552084,38c8ae33,2022-03-03 21:22:46+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-7.666666666666515,adc42b19,2022-03-03 21:22:46+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-3475.1480183919266,adc42b19,2022-03-03 21:22:46+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,5534.847926658345,adc42b19,2022-03-03 21:22:46+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,e9ba8cec,2022-03-03 21:22:46+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,30.679337565104586,e9ba8cec,2022-03-03 21:22:46+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,812.6013163248696,e9ba8cec,2022-03-03 21:22:46+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,,e12c2148,2022-03-03 21:22:47+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-186.98833300272673,e12c2148,2022-03-03 21:22:47+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,711.1331665039068,e12c2148,2022-03-03 21:22:47+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,1297.8333333332785,4b78aae6,2022-03-03 21:22:47+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,68.55717124938789,4b78aae6,2022-03-03 21:22:47+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,783.4900572559587,4b78aae6,2022-03-03 21:22:47+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,e724ca65,2022-03-03 21:22:47+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-3014.3061177571617,e724ca65,2022-03-03 21:22:47+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,3927.455078125,e724ca65,2022-03-03 21:22:47+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,135433c1,2022-03-03 21:22:47+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,584.6370066324858,135433c1,2022-03-03 21:22:47+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,116.26016966501999,135433c1,2022-03-03 21:22:47+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,5.66666666666606,02ebf5c7,2022-03-03 21:22:47+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-4321.389636230464,02ebf5c7,2022-03-03 21:22:47+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4988.231355991553,02ebf5c7,2022-03-03 21:22:47+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-10.0,c8eb2d3d,2022-03-03 21:22:47+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-1003.0743597666681,c8eb2d3d,2022-03-03 21:22:47+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,7661.368017578155,c8eb2d3d,2022-03-03 21:22:47+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,,2b98cbdd,2022-03-03 21:22:47+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,6.899499893187336,2b98cbdd,2022-03-03 21:22:47+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,0.075666664975384,2b98cbdd,2022-03-03 21:22:47+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-1914.0000000000146,55af2f9b,2022-03-03 21:22:48+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-6.202001953125228,55af2f9b,2022-03-03 21:22:48+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,8027.191992187503,55af2f9b,2022-03-03 21:22:48+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-4.000000000000909,e6bcf7cf,2022-03-03 21:22:48+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-5797.103076171884,e6bcf7cf,2022-03-03 21:22:48+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,7074.327557406364,e6bcf7cf,2022-03-03 21:22:48+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,10.0,7da0acb7,2022-03-03 21:22:48+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-4071.4300048828163,7da0acb7,2022-03-03 21:22:48+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,4885.2839843750035,7da0acb7,2022-03-03 21:22:48+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,0.0,c18b6195,2022-03-03 21:22:48+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,37.85801086425796,c18b6195,2022-03-03 21:22:48+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,291.8180114746093,c18b6195,2022-03-03 21:22:48+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,2167.9999999998768,20abb173,2022-03-03 21:22:48+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-43.88998413087194,20abb173,2022-03-03 21:22:48+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,3647.865905761605,20abb173,2022-03-03 21:22:48+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-2.000000000000454,f34b386a,2022-03-03 21:22:48+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,2044.94802856449,f34b386a,2022-03-03 21:22:48+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,5024.520019531254,f34b386a,2022-03-03 21:22:48+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-2452.6666666667006,f7f9ac09,2022-03-03 21:22:49+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,2.345663833618442,f7f9ac09,2022-03-03 21:22:49+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,3298.0968302408846,f7f9ac09,2022-03-03 21:22:49+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-8.166666666667197,5fc96249,2022-03-03 21:22:49+00:00,SITE_SM_batteryInstPower
SITE_SM_siteInstPower,-2603.8867045084135,5fc96249,2022-03-03 21:22:49+00:00,SITE_SM_siteInstPower
SITE_SM_solarInstPower,6268.4327880858855,5fc96249,2022-03-03 21:22:49+00:00,SITE_SM_solarInstPower
SITE_SM_batteryInstPower,-2362.666666666669,82c74b9e,2022-03-03 21:22:49+00:00,SITE_SM_batteryInstPower
